tensor(2.4090, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0144, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8774, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9432, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8823, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8489, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8727, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9020, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8840, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8411, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8444, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9214, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9486, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8418, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8089, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7348, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9002, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9093, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9350, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8937, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0007, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8489, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0679, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8890, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7983, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8718, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9457, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9918, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9452, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0208, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8559, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8488, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8407, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8636, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8733, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7634, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1560, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8598, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0138, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8448, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0640, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9964, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9978, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0944, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8008, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9379, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0000, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9086, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9873, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9382, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9299, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9349, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9063, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7581, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9800, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1523, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0114, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1220, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8533, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0082, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9445, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9017, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0264, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8630, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7443, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8607, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9090, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9651, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0039, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9408, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8790, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8706, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0117, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0009, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9274, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0812, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8135, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7988, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9632, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9109, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8832, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8027, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9838, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0002, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8658, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0655, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9645, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7917, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9118, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0041, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9819, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0899, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9215, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9122, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1546, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7957, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0619, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8982, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8970, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9848, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0609, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1296, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8266, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9567, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9196, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0345, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9816, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9436, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9753, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8482, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0673, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8964, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9710, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9406, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9078, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0049, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9865, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9860, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1506, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8960, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9051, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8474, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8053, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0427, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0371, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9866, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9467, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8864, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8988, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9426, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7933, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8513, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0124, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8062, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9540, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9238, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1709, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0425, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8862, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9865, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9079, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9945, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0490, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0271, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0242, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7834, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8393, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8258, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0229, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9823, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9621, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8433, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2134, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8829, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7651, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8645, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9375, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9084, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9703, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9050, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0137, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1365, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9719, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8540, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0132, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0670, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9694, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8825, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8114, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0774, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0573, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9645, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9308, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9291, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9634, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8150, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0630, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9698, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9141, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8080, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9137, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1035, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8207, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0775, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9734, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8923, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0202, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2417, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1542, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0863, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0558, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0602, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1325, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0067, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7703, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9486, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0561, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0865, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8686, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9153, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9379, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6919, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0339, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8165, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0937, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9900, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8771, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9403, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0751, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0498, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8506, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8534, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8404, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9545, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9986, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7863, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0225, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9460, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8604, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9410, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0549, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1037, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0516, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0579, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2100, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7907, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9956, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7757, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7931, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0359, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8502, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8417, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9469, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0307, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9627, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0463, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8399, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9021, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1080, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8782, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9818, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7662, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0696, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9598, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8171, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0007, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8840, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9615, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9164, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9733, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9333, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8460, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9561, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9215, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1361, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1029, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8124, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0460, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9079, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0785, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9551, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9112, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9856, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0244, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0532, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9081, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0143, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9881, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8065, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1350, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9784, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9605, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9484, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1118, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8970, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9989, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8791, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1002, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9640, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8947, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0329, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1143, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9259, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9882, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9295, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7608, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8126, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.2062, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0495, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9433, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9186, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0893, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9084, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0201, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0117, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1010, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8658, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0093, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0173, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8574, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8683, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0904, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1563, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9701, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0503, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0059, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0602, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8565, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9060, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7831, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0928, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.1512, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8272, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9451, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7416, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8711, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0779, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9761, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7957, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7793, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8770, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0010, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9007, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7938, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8792, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9275, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.8493, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9086, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7873, device='cuda:0', grad_fn=<AddBackward0>)
tensor(1.0728, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.9639, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7983, device='cuda:0', grad_fn=<AddBackward0>)
