tensor(0.6908, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6059, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6048, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5340, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6075, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6303, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5765, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6608, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6344, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6654, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5658, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5595, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7189, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6708, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5627, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5773, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6446, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6641, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6463, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6133, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6449, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5931, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5534, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5662, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6745, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6255, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6729, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5374, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5832, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5914, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6357, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6307, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6425, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6175, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5233, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6558, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5517, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7273, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5601, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5861, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6093, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6211, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6438, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5837, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6490, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5458, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6190, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5985, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6492, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6039, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5621, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6151, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5501, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5556, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6169, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5681, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6639, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6562, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6259, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5439, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5579, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6296, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6129, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6372, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5941, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6201, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5843, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5899, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5741, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6977, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5532, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5909, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5804, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6040, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6141, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6424, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5652, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6034, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5998, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6211, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6386, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6117, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5766, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6165, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6055, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6603, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5596, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6763, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6380, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6465, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6127, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6108, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6870, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5986, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5601, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6301, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5617, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5420, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5714, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5902, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6078, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5253, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5975, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5418, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5890, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6238, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6364, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6846, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7135, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6017, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6048, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5839, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5804, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6600, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5730, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6358, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6116, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6516, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6592, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6112, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6060, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6351, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6037, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5812, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6261, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6622, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7179, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5999, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6088, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5691, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7173, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5957, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6016, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6190, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5716, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6649, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5954, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6113, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6664, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6248, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6360, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6176, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6333, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6823, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6033, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6222, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6797, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6009, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5851, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5742, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6791, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5996, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6351, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5419, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6211, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5462, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6822, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6539, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5752, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7021, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6907, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6294, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5865, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6084, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6410, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5819, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6100, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6594, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6014, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5955, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6139, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5964, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5644, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6875, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6201, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6073, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5912, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7505, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5624, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6248, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6472, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5263, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6276, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6237, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6957, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5932, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6605, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5915, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6592, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6203, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5975, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5885, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6401, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6126, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6020, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5605, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6550, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6912, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6628, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6455, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6070, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6263, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6443, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6355, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6162, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6748, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6765, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6189, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5619, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6249, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7125, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6281, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6182, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6252, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5486, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6489, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6560, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6527, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6756, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6331, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6125, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6557, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5944, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6428, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6524, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6167, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6014, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6279, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6074, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6148, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6119, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6032, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6008, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6289, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5843, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5384, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6173, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5927, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6921, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6360, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6185, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6121, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6576, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6234, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5929, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6859, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6358, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5141, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6021, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6166, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5468, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6412, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6737, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6042, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6109, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6504, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6370, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6236, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7028, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6250, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5811, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5848, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6698, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5959, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6160, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6150, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5991, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6713, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6828, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6217, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6270, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6175, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5420, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6035, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5542, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6417, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6211, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5875, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6774, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6996, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6562, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5838, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6262, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6212, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6563, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5859, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5794, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6796, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6372, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5357, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5828, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6055, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6351, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5826, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6770, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6441, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6373, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5933, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5762, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5811, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5975, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6539, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6290, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5555, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6227, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6622, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6196, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6935, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5579, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6222, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6289, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5613, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6346, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6870, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6536, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5917, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5463, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6358, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6320, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5799, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6541, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6632, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6464, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5649, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6127, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5757, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6331, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5250, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5760, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6251, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6154, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5998, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6455, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5907, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6134, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6088, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5933, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5418, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6193, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6207, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6854, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5412, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6259, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6441, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6292, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6970, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6658, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6170, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6521, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.7204, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5728, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6264, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6655, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5877, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6302, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6313, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6983, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.5917, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6264, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6590, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6769, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6390, device='cuda:0', grad_fn=<AddBackward0>)
tensor(0.6118, device='cuda:0', grad_fn=<AddBackward0>)
